Fecha,CCAA,Total casos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-03-06T13:12:30,Andalucía,21,,,0.25,,,,,1,,0,,,
2020-03-06T13:12:30,Aragón,6,,,0.45,,,,,1,,1,,,
2020-03-06T13:12:30,Asturias,5,,,0.49,,,,,2,,0,,,
2020-03-06T13:12:30,Baleares,6,,,0.52,,,,,0,,0,,,
2020-03-06T13:12:30,Canarias,11,,,0.51,,,,,0,,0,,,
2020-03-06T13:12:30,Cantabria,10,,,1.72,,,,,0,,0,,,
2020-03-06T13:12:30,Castilla La Mancha,15,,,0.74,,,,,1,,0,,,
2020-03-06T13:12:30,Castilla y León,14,,,0.58,,,,,1,,0,,,
2020-03-06T13:12:30,Cataluña,24,,,0.31,,,,,0,,0,,,
2020-03-06T13:12:30,Ceuta,0,,,0.00,,,,,0,,0,,,
2020-03-06T13:12:30,C. Valenciana,30,,,0.60,,,,,1,,1,,,
2020-03-06T13:12:30,Extremadura,6,,,0.56,,,,,0,,0,,,
2020-03-06T13:12:30,Galicia,3,,,0.11,,,,,0,,0,,,
2020-03-06T13:12:30,Madrid,137,,,2.06,,,,,2,,2,,,
2020-03-06T13:12:30,Melilla,0,,,0.00,,,,,0,,0,,,
2020-03-06T13:12:30,Murcia,0,,,0.00,,,,,0,,0,,,
2020-03-06T13:12:30,Navarra,3,,,0.46,,,,,1,,0,,,
2020-03-06T13:12:30,País Vasco,45,,,2.04,,,,,1,,1,,,
2020-03-06T13:12:30,La Rioja,29,,,9.15,,,,,0,,0,,,
2020-03-06T13:12:30,ESPAÑA,365,,,0.78,,,,,11,,5,,0,
