Fecha,CCAA,Total casos,Nuevos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-03-14T12:19:11,Andalucía,269,,,,0,,,,,0,,2,,,
2020-03-14T12:19:11,Aragón,80,,,,0,,,,,0,,7,,,
2020-03-14T12:19:11,Asturias,92,,,,0,,,,,0,,1,,,
2020-03-14T12:19:11,Baleares,28,,,,0,,,,,0,,1,,,
2020-03-14T12:19:11,Canarias,90,,,,0,,,,,0,,1,,,
2020-03-14T12:19:11,Cantabria,31,,,,0,,,,,0,,0,,,
2020-03-14T12:19:11,Castilla La Mancha,289,,,,0,,,,,0,,6,,,
2020-03-14T12:19:11,Castilla y León,223,,,,0,,,,,0,,3,,,
2020-03-14T12:19:11,Cataluña,509,,,,0,,,,,0,,6,,,
2020-03-14T12:19:11,Ceuta,0,,,,0,,,,,0,,0,,,
2020-03-14T12:19:11,C. Valenciana,130,,,,0,,,,,0,,4,,,
2020-03-14T12:19:11,Extremadura,66,,,,0,,,,,0,,2,,,
2020-03-14T12:19:11,Galicia,115,,,,0,,,,,0,,0,,,
2020-03-14T12:19:11,Madrid,2940,,,,0,,,,,0,,86,,,
2020-03-14T12:19:11,Melilla,3,,,,0,,,,,0,,0,,,
2020-03-14T12:19:11,Murcia,47,,,,0,,,,,0,,0,,,
2020-03-14T12:19:11,Navarra,146,,,,0,,,,,0,,0,,,
2020-03-14T12:19:11,País Vasco,417,,,,0,,,,,0,,14,,,
2020-03-14T12:19:11,La Rioja,278,,,,0,,,,,0,,3,,,
2020-03-14T12:19:11,ESPAÑA,5753,,,,0,,,,,0,,136,,193,
