Fecha,CCAA,Total casos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-04-07T11:46:07,Andalucía,8767,,,74.83,,,4335,,499,,528,,900,
2020-04-07T11:46:07,Aragón,3449,,,203.97,,,1663,,247,,312,,578,
2020-04-07T11:46:07,Asturias,1679,,,99.43,,,889,,91,,96,,244,
2020-04-07T11:46:07,Baleares,1369,,,77.51,,,705,,124,,84,,537,
2020-04-07T11:46:07,Canarias,1725,,,54.24,,,689,,137,,89,,186,
2020-04-07T11:46:07,Cantabria,1501,,,185.17,,,677,,66,,85,,129,
2020-04-07T11:46:07,Castilla La Mancha,11077,,,423.64,,,2908,,360,,1177,,1353,
2020-04-07T11:46:07,Castilla y León,9581,,,296.76,,,5180,,346,,982,,2711,
2020-04-07T11:46:07,Cataluña,28323,,,266.56,,,19745,,2391,,2908,,10738,
2020-04-07T11:46:07,Ceuta,83,,,90.83,,,9,,4,,4,,2,
2020-04-07T11:46:07,C. Valenciana,7443,,,105.44,,,1887,,384,,672,,1103,
2020-04-07T11:46:07,Extremadura,2116,,,138.61,,,686,,70,,258,,282,
2020-04-07T11:46:07,Galicia,6331,,,182.11,,,1968,,162,,204,,688,
2020-04-07T11:46:07,Madrid,40469,,,421.96,,,13950,,1494,,5371,,18410,
2020-04-07T11:46:07,Melilla,92,,,74.00,,,40,,3,,2,,11,
2020-04-07T11:46:07,Murcia,1283,,,60.11,,,500,,84,,78,,193,
2020-04-07T11:46:07,Navarra,3355,,,357.83,,,1488,,124,,202,,421,
2020-04-07T11:46:07,País Vasco,9021,,,285.04,,,4856,,417,,586,,3728,
2020-04-07T11:46:07,La Rioja,2846,,,645.21,,,918,,66,,160,,994,
2020-04-07T11:46:07,ESPAÑA,140510,,,214.43,,,63093,,7069,,13798,,43208,
