Fecha,CCAA,Total casos,Nuevos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-03-30T11:28:55,Andalucía,5405,723,,,57.65,,,2671,,216,,236,,155,
2020-03-30T11:28:55,Aragón,2078,220,,,144.32,,,1094,,156,,106,,174,
2020-03-30T11:28:55,Asturias,1158,70,,,95.91,,,479,,60,,49,,78,
2020-03-30T11:28:55,Baleares,1000,42,,,80.65,,,353,,80,,37,,100,
2020-03-30T11:28:55,Canarias,1204,79,,,50.39,,,444,,84,,40,,32,
2020-03-30T11:28:55,Cantabria,1100,77,,,179.32,,,481,,46,,27,,24,
2020-03-30T11:28:55,Castilla La Mancha,5858,612,,,260.27,,,3134,,302,,622,,252,
2020-03-30T11:28:55,Castilla y León,5801,387,,,227.83,,,2540,,307,,442,,871,
2020-03-30T11:28:55,Cataluña,16157,1131,,,198.74,,,11769,,1512,,1410,,4125,
2020-03-30T11:28:55,Ceuta,25,4,,,28.31,,,2,,2,,1,,0,
2020-03-30T11:28:55,C. Valenciana,5110,326,,,93.95,,,2042,,336,,310,,185,
2020-03-30T11:28:55,Extremadura,1560,104,,,135.71,,,353,,43,,106,,60,
2020-03-30T11:28:55,Galicia,3723,584,,,128.84,,,1147,,134,,66,,168,
2020-03-30T11:28:55,Madrid,24090,1413,,,299.02,,,14917,,1460,,3392,,8301,
2020-03-30T11:28:55,Melilla,51,3,,,49.72,,,27,,3,,1,,0,
2020-03-30T11:28:55,Murcia,939,67,,,57.70,,,265,,58,,25,,17,
2020-03-30T11:28:55,Navarra,2146,135,,,286.14,,,955,,96,,102,,161,
2020-03-30T11:28:55,País Vasco,6057,317,,,245.81,,,3427,,293,,297,,1646,
2020-03-30T11:28:55,La Rioja,1733,104,,,448.55,,,517,,43,,71,,431,
2020-03-30T11:28:55,ESPAÑA,85195,6398,,,161.62,,,46617,,5231,,7340,,16780,
