Fecha,CCAA,Total casos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-04-18T12:38:47,Andalucía,11020,10772,248,43.72,184,11204,5341,43,677,2,967,27,2948,158
2020-04-18T12:38:47,Aragón,4761,4551,210,134.54,,4761,2180,29,243,3,601,39,1121
2020-04-18T12:38:47,Asturias,2272,2153,119,77.92,,2272,1520,46,119,1,187,13,575,30
2020-04-18T12:38:47,Baleares,1748,1724,24,35.76,,1748,937,32,157,5,148,14,958,20
2020-04-18T12:38:47,Canarias,2035,2035,,24.10,,2035,822,11,160,1,115,4,785,55
2020-04-18T12:38:47,Cantabria,1990,,,96.89,,1990,911,8,78,0,149,5,534,24
2020-04-18T12:38:47,Castilla La Mancha,16349,,,367.66,,16349,8093,75,514,3,1913,61,3838,238
2020-04-18T12:38:47,Castilla y León,15293,,,292.89,,15293,6831,313,495,,1429,28,5103,179
2020-04-18T12:38:47,Cataluña,39943,,152,193.56,,39943,22013,771,2349,44,3879,127,13275,488
2020-04-18T12:38:47,Ceuta,108,101,7,46.00,4,112,9,0,4,0,4,0,53,9
2020-04-18T12:38:47,C. Valenciana,9795,9584,211,64.85,322,10117,4708,103,636,4,1042,43,4306,282
2020-04-18T12:38:47,Extremadura,3081,2663,418,105.46,50,3131,1240,28,112,2,380,8,736,29
2020-04-18T12:38:47,Galicia,8084,8084,,103.50,,8084,2554,19,115,,334,14,0,0
2020-04-18T12:38:47,Madrid,52946,52946,,267.21,,52946,8597,,1094,,7132,125,30475,1039
2020-04-18T12:38:47,Melilla,104,104,,39.31,,104,44,0,3,0,2,0,30,0
2020-04-18T12:38:47,Murcia,1638,1430,208,32.13,9,1647,611,26,102,3,115,3,638,93
2020-04-18T12:38:47,Navarra,4556,4349,207,244.11,23,4579,1829,48,127,3,354,16,954,62
2020-04-18T12:38:47,País Vasco,12355,,,193.04,,12355,6030,91,490,6,1020,28,6556,412
2020-04-18T12:38:47,La Rioja,3648,3583,65,591.54,602,4250,1249,23,78,2,272,10,1777,48
2020-04-18T12:38:47,ESPAÑA,191726,104079,1869,149.61,1194,192920,75519,1666,7553,79,20043,565,74662,3166
