Fecha,CCAA,Total casos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-04-05T11:24:39,Andalucía,8301,,,78.15,,,4107,,474,,470,,665,
2020-04-05T11:24:39,Aragón,3232,,,204.66,,,1588,,233,,270,,537,
2020-04-05T11:24:39,Asturias,1605,,,103.64,,,808,,90,,80,,216,
2020-04-05T11:24:39,Baleares,1293,,,83.69,,,664,,120,,75,,461,
2020-04-05T11:24:39,Canarias,1622,,,56.10,,,644,,129,,80,,137,
2020-04-05T11:24:39,Cantabria,1441,,,199.46,,,639,,62,,68,,113,
2020-04-05T11:24:39,Castilla La Mancha,10031,,,403.96,,,2950,,357,,1055,,1149,
2020-04-05T11:24:39,Castilla y León,8749,,,291.93,,,2574,,351,,847,,2331,
2020-04-05T11:24:39,Cataluña,26032,,,277.88,,,18656,,2249,,2637,,9528,
2020-04-05T11:24:39,Ceuta,83,,,92.01,,,9,,4,,2,,2,
2020-04-05T11:24:39,C. Valenciana,7184,,,111.52,,,1901,,381,,613,,812,
2020-04-05T11:24:39,Extremadura,2047,,,155.75,,,417,,66,,218,,215,
2020-04-05T11:24:39,Galicia,5944,,,186.29,,,1831,,170,,174,,587,
2020-04-05T11:24:39,Madrid,37584,,,418.44,,,14551,,1499,,4941,,16543,
2020-04-05T11:24:39,Melilla,83,,,67.06,,,38,,3,,2,,11,
2020-04-05T11:24:39,Murcia,1235,,,62.86,,,447,,80,,59,,130,
2020-04-05T11:24:39,Navarra,3073,,,348.36,,,1399,,123,,178,,334,
2020-04-05T11:24:39,País Vasco,8628,,,295.82,,,4666,,404,,515,,3405,
2020-04-05T11:24:39,La Rioja,2592,,,611.75,,,855,,66,,134,,904,
2020-04-05T11:24:39,ESPAÑA,130759,,,217.30,,,58744,,6861,,12418,,38080,
