Fecha,CCAA,Total casos,Nuevos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-04-12T11:36:34,Andalucía,10006,294,,,63.27,,,4950,,619,,799,,1838,
2020-04-12T11:36:34,Aragón,4070,101,,,167.67,,,1901,,272,,450,,934,
2020-04-12T11:36:34,Asturias,1892,65,,,78.61,,,1208,,106,,140,,430,
2020-04-12T11:36:34,Baleares,1534,27,,,50.11,,,805,,142,,112,,848,
2020-04-12T11:36:34,Canarias,1918,31,,,36.83,,,758,,144,,95,,447,
2020-04-12T11:36:34,Cantabria,1752,33,,,125.46,,,805,,75,,110,,297,
2020-04-12T11:36:34,Castilla La Mancha,13698,242,,,415.77,,,6838,,316,,1543,,2365,
2020-04-12T11:36:34,Castilla y León,12118,575,,,279.39,,,5957,,323,,1221,,4010,
2020-04-12T11:36:34,Cataluña,34027,1043,,,247.56,,,22369,,2658,,3442,,14975,
2020-04-12T11:36:34,Ceuta,93,0,,,84.93,,,9,,4,,4,,17,
2020-04-12T11:36:34,C. Valenciana,8841,263,,,81.08,,,4149,,567,,838,,2624,
2020-04-12T11:36:34,Extremadura,2580,94,,,105.27,,,1074,,106,,312,,481,
2020-04-12T11:36:34,Galicia,7336,160,,,155.47,,,2306,,140,,274,,1143,
2020-04-12T11:36:34,Madrid,46587,738,,,358.83,,,11424,,1332,,6278,,24683,
2020-04-12T11:36:34,Melilla,98,0,,,57.81,,,43,,3,,2,,18,
2020-04-12T11:36:34,Murcia,1449,36,,,38.62,,,537,,91,,97,,344,
2020-04-12T11:36:34,Navarra,3969,152,,,299.29,,,1663,,124,,232,,650,
2020-04-12T11:36:34,País Vasco,10772,257,,,227.92,,,5547,,459,,804,,4867,
2020-04-12T11:36:34,La Rioja,3279,56,,,520.84,,,1122,,73,,219,,1420,
2020-04-12T11:36:34,ESPAÑA,166019,4167,,,185.48,,,73465,,7554,,16972,,62391,
