Fecha,CCAA,Total casos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-04-03T11:50:48,Andalucía,7374,,,72.34,,,3673,,338,,376,,258,
2020-04-03T11:50:48,Aragón,2889,,,191.69,,,1431,,180,,224,,378,
2020-04-03T11:50:48,Asturias,1433,,,106.47,,,702,,86,,70,,154,
2020-04-03T11:50:48,Baleares,1257,,,91.70,,,587,,112,,69,,375,
2020-04-03T11:50:48,Canarias,1490,,,55.87,,,605,,120,,73,,102,
2020-04-03T11:50:48,Cantabria,1321,,,202.55,,,592,,59,,64,,74,
2020-04-03T11:50:48,Castilla La Mancha,8523,,,367.90,,,3168,,355,,916,,579,
2020-04-03T11:50:48,Castilla y León,7875,,,280.39,,,2711,,355,,723,,1759,
2020-04-03T11:50:48,Cataluña,23460,,,263.05,,,17257,,2053,,2335,,7849,
2020-04-03T11:50:48,Ceuta,62,,,67.24,,,8,,3,,1,,2,
2020-04-03T11:50:48,C. Valenciana,6624,,,110.30,,,2064,,386,,511,,592,
2020-04-03T11:50:48,Extremadura,1893,,,149.48,,,415,,64,,200,,164,
2020-04-03T11:50:48,Galicia,5219,,,171.92,,,1630,,178,,138,,435,
2020-04-03T11:50:48,Madrid,34188,,,405.54,,,15050,,1506,,4483,,13850,
2020-04-03T11:50:48,Melilla,70,,,53.19,,,34,,3,,2,,4,
2020-04-03T11:50:48,Murcia,1145,,,62.99,,,405,,72,,46,,90,
2020-04-03T11:50:48,Navarra,2836,,,348.82,,,1284,,119,,151,,294,
2020-04-03T11:50:48,País Vasco,7827,,,288.16,,,4283,,363,,444,,2809,
2020-04-03T11:50:48,La Rioja,2224,,,545.14,,,738,,64,,109,,745,
2020-04-03T11:50:48,ESPAÑA,117710,,,207.82,,,56637,,6416,,10935,,30513,
