Fecha,CCAA,Total casos,Nuevos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-03-22T11:47:29,Andalucía,1725,210,,,20.10,,,724,,55,,47,,,
2020-03-22T11:47:29,Aragón,532,108,,,39.49,,,241,,45,,24,,,
2020-03-22T11:47:29,Asturias,545,59,,,52.60,,,171,,15,,8,,,
2020-03-22T11:47:29,Baleares,331,85,,,28.10,,,79,,14,,4,,,
2020-03-22T11:47:29,Canarias,414,66,,,18.44,,,150,,32,,9,,,
2020-03-22T11:47:29,Cantabria,282,67,,,46.47,,,116,,9,,5,,,
2020-03-22T11:47:29,Castilla La Mancha,1819,396,,,88.74,,,838,,76,,112,,,
2020-03-22T11:47:29,Castilla y León,1744,278,,,71.76,,,709,,106,,74,,,
2020-03-22T11:47:29,Cataluña,4704,501,,,60.65,,,1681,,298,,191,,,
2020-03-22T11:47:29,Ceuta,5,0,,,5.90,,,0,,0,,0,,,
2020-03-22T11:47:29,C. Valenciana,1604,241,,,31.32,,,590,,113,,69,,,
2020-03-22T11:47:29,Extremadura,384,30,,,35.40,,,87,,8,,14,,,
2020-03-22T11:47:29,Galicia,915,176,,,33.71,,,227,,35,,12,,,
2020-03-22T11:47:29,Madrid,9702,781,,,142.98,,,8441,,834,,1021,,,
2020-03-22T11:47:29,Melilla,25,0,,,28.91,,,12,,1,,0,,,
2020-03-22T11:47:29,Murcia,296,56,,,19.75,,,78,,16,,1,,,
2020-03-22T11:47:29,Navarra,794,130,,,120.91,,,288,,30,,14,,,
2020-03-22T11:47:29,País Vasco,2097,372,,,91.81,,,988,,81,,97,,,
2020-03-22T11:47:29,La Rioja,654,90,,,189.08,,,134,,17,,18,,,
2020-03-22T11:47:29,ESPAÑA,28572,3646,,,59.64,,,15554,,1785,,1720,,2575,
