Fecha,CCAA,Total casos,Nuevos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-04-16T12:18:48,Andalucía,10807,212,10592,215,45.58,,,5226,79,671,6,912,47,2634,410
2020-04-16T12:18:48,Aragón,4566,228,4411,155,141.44,,,2108,102,291,9,543,29,1087,75
2020-04-16T12:18:48,Asturias,2170,74,2081,89,76.85,,,1432,45,116,2,168,2,522,35
2020-04-16T12:18:48,Baleares,1637,31,,,37.67,,,872,15,152,3,131,6,918,37
2020-04-16T12:18:48,Canarias,1988,13,1988,,25.26,,,802,21,156,4,107,3,673,51
2020-04-16T12:18:48,Cantabria,1845,22,,,99.3,,,890,17,77,1,137,5,442,79
2020-04-16T12:18:48,Castilla La Mancha,15151,471,,,367.41,,,7987,91,503,8,1796,41,3378,380
2020-04-16T12:18:48,Castilla y León,14380,683,,,292.76,,,6449,143,307,,1372,35,4725,204
2020-04-16T12:18:48,Cataluña,37354,849,,,202.6,,,23680,308,2798,9,3855,99,17297,646
2020-04-16T12:18:48,Ceuta,100,2,98,2,53.8,,,9,0,4,0,4,0,41,11
2020-04-16T12:18:48,C. Valenciana,9615,191,,,66.9,,,4524,59,625,37,972,27,3702,342
2020-04-16T12:18:48,Extremadura,2881,119,2581,300,97.78,,,1186,31,110,1,359,17,649,34
2020-04-16T12:18:48,Galicia,7873,165,,,112.28,,,2494,23,123,,310,11,1383,85
2020-04-16T12:18:48,Madrid,50694,1168,,,278.22,,,9653,,1206,,6877,153,28491,1058
2020-04-16T12:18:48,Melilla,103,1,103,,47.41,,,43,0,3,0,2,0,27,3
2020-04-16T12:18:48,Murcia,1598,78,1424,174,34.41,,,575,1,97,0,111,2,516,3
2020-04-16T12:18:48,Navarra,4348,102,,,254.66,,,1752,21,124,0,261,9,845,37
2020-04-16T12:18:48,País Vasco,11790,315,,,202.6,,,5863,113,478,7,956,54,5813,385
2020-04-16T12:18:48,La Rioja,3916,459,3539,377,578.6,,,1207,25,75,0,257,11,1654,72
2020-04-16T12:18:48,ESPAÑA,182816,5183,26817,1312,154.34,,,76752,1094,7916,87,19130,551,74797,3947
